"","GRID_ID","EFH_2010","EFH_2011","EFH_2012","EFH_2013","EFH_2014","STW_2010","STW_2011","STW_2012","STW_2013","STW_2014"
"1","A-20",0,0,0,0,0,0,0,0,0,0
"2","A-21",0,0,0,0,0,0,0,0,0,0
"3","A-22",0,0,0,0,0,0,0,0,0,0
"4","A-23",0,0,0,0,0,0,0,0,0,0
"5","A-31",0,0,0,0,0,0,0,0,0,0
"6","AA-10",62,62,67,72,72,144,144,140,149,154
"7","AA-11",228,232,230,232,235,507,507,548,552,551
"8","AA-12",42,42,42,42,42,7,7,7,7,7
"9","AA-13",0,0,0,0,0,5,5,5,5,5
"10","AA-14",356,357,357,360,360,437,431,431,448,447
"11","AA-15",37,36,37,37,37,17,17,17,17,17
"12","AA-16",12,12,13,13,12,63,63,71,71,72
"13","AA-17",68,67,67,67,67,95,94,95,95,95
"14","AA-18",14,15,14,14,14,12,12,12,12,12
"15","AA-19",156,162,164,168,169,703,710,706,711,773
"16","AA-20",75,75,75,76,76,499,499,513,512,533
"17","AA-21",19,19,20,20,20,12,12,12,12,12
"18","AA-22",0,0,0,0,0,0,0,0,0,0
"19","AA-23",119,118,118,110,110,75,77,77,85,85
"20","AA-24",154,154,168,160,159,283,295,297,305,310
"21","AA-25",0,0,0,0,0,0,0,0,0,0
"22","AA-26",15,14,14,14,14,14,15,15,15,15
"23","AA-27",131,131,130,129,129,116,122,125,125,126
"24","AA-28",252,253,252,252,253,679,678,702,696,712
"25","AA-29",17,17,17,17,17,25,25,23,23,23
"26","AA-3",0,0,0,0,0,0,0,0,0,0
"27","AA-30",53,53,53,53,53,33,33,35,35,35
"28","AA-31",48,48,48,48,48,19,18,19,63,63
"29","AA-32",120,120,120,121,121,1986,1991,2019,2017,2018
"30","AA-33",37,37,37,38,40,360,361,361,365,369
"31","AA-34",120,122,120,120,121,1079,1076,1061,1061,1067
"32","AA-35",61,61,61,61,62,135,137,138,138,135
"33","AA-37",124,121,116,116,115,170,172,178,186,186
"34","AA-38",42,42,40,40,40,66,66,67,70,64
"35","AA-39",10,10,10,9,9,18,18,18,18,18
"36","AA-4",0,0,0,0,0,0,0,0,0,0
"37","AA-40",36,37,37,38,38,57,54,54,53,53
"38","AA-41",12,12,12,12,13,18,18,18,16,16
"39","AA-42",0,0,0,0,0,13,12,11,11,11
"40","AA-43",0,0,0,0,0,11,11,11,11,11
"41","AA-44",43,43,43,43,42,43,43,42,42,43
"42","AA-45",230,228,227,226,228,839,867,871,867,856
"43","AA-46",13,13,13,11,11,98,98,98,104,114
"44","AA-48",8,8,8,9,9,134,134,141,159,159
"45","AA-49",188,188,188,190,189,2140,2145,2154,2146,2159
"46","AA-5",20,20,20,20,20,35,35,35,35,35
"47","AA-50",240,242,241,238,237,581,581,588,592,574
"48","AA-51",0,0,0,0,0,5,5,5,5,5
"49","AA-52",53,50,53,54,53,45,53,63,63,62
"50","AA-53",55,54,55,55,55,189,189,189,192,191
"51","AA-54",53,53,53,53,53,70,70,70,70,70
"52","AA-55",9,9,9,9,9,7,7,7,7,7
"53","AA-56",0,0,0,0,0,0,0,0,0,0
"54","AA-6",56,56,57,59,59,12,12,13,13,13
"55","AA-7",0,0,0,0,0,0,0,0,0,0
"56","AA-8",42,39,42,44,44,57,57,57,57,57
"57","AA-9",0,0,0,0,0,0,0,0,0,0
"58","AB-10",0,0,0,0,0,0,0,0,0,0
"59","AB-11",105,104,106,107,108,163,163,157,157,157
"60","AB-12",0,0,0,0,0,7,7,8,8,9
"61","AB-13",62,63,63,66,65,42,42,42,42,46
"62","AB-14",0,0,0,0,0,0,0,0,0,0
"63","AB-15",27,28,27,27,27,69,69,69,69,69
"64","AB-16",0,0,0,0,0,16,16,16,16,16
"65","AB-17",47,47,47,47,47,117,117,117,117,120
"66","AB-18",20,21,20,20,20,16,16,15,17,17
"67","AB-19",53,53,53,53,53,26,26,26,26,25
"68","AB-20",107,108,110,110,108,2359,2346,2366,2403,2415
"69","AB-21",184,185,185,185,185,1065,1064,1067,1068,1106
"70","AB-22",0,0,0,0,0,0,0,0,0,0
"71","AB-23",147,184,179,179,182,170,214,200,200,262
"72","AB-24",8,8,11,11,11,15,15,15,16,16
"73","AB-25",0,0,0,0,0,6,6,6,6,6
"74","AB-26",128,129,130,133,135,167,163,162,162,164
"75","AB-27",36,38,36,36,36,4,4,4,4,4
"76","AB-28",151,151,152,154,153,1218,1187,1210,1206,1206
"77","AB-29",227,226,229,228,235,2416,2450,2445,2453,2465
"78","AB-30",37,38,37,37,37,91,91,94,93,96
"79","AB-31",217,217,230,230,230,204,204,214,226,240
"80","AB-32",205,202,201,205,205,246,250,254,251,251
"81","AB-33",89,90,89,89,91,866,870,876,889,888
"82","AB-34",7,7,7,7,7,62,53,62,78,90
"83","AB-35",243,240,242,242,243,1327,1343,1342,1342,1338
"84","AB-36",38,38,38,40,43,49,49,47,47,47
"85","AB-37",0,0,0,4,4,17,17,17,15,15
"86","AB-38",0,0,0,0,0,0,0,0,0,0
"87","AB-39",14,14,15,15,15,27,27,25,25,25
"88","AB-40",7,7,7,7,7,6,6,6,6,6
"89","AB-41",171,172,172,172,171,431,438,431,424,422
"90","AB-42",353,356,353,353,353,1010,1010,1043,1041,1052
"91","AB-43",22,21,22,22,22,12,12,12,12,12
"92","AB-44",8,8,8,9,9,14,14,14,12,12
"93","AB-45",371,377,380,381,379,356,377,377,376,391
"94","AB-46",388,390,390,388,387,1640,1639,1699,1717,1710
"95","AB-47",19,18,19,19,18,251,251,254,262,290
"96","AB-50",172,172,171,173,174,689,699,705,716,742
"97","AB-51",47,47,47,47,47,163,154,162,153,153
"98","AB-52",302,301,301,301,302,354,359,357,358,362
"99","AB-53",114,116,115,130,130,563,575,628,649,648
"100","AB-54",8,8,7,7,7,10,10,10,10,10
"101","AB-55",0,0,0,0,0,9,9,9,9,9
"102","AB-56",0,0,0,0,0,0,0,0,0,0
"103","AB-6",0,0,0,0,0,0,0,0,0,0
"104","AB-7",86,88,90,89,93,142,142,143,143,143
"105","AB-8",0,0,0,0,0,6,6,6,6,6
"106","AB-9",0,0,0,0,0,0,0,0,0,0
"107","AC-10",0,0,0,0,0,0,0,0,0,0
"108","AC-11",17,17,18,18,18,34,33,36,36,36
"109","AC-12",0,0,0,0,0,0,0,0,0,0
"110","AC-13",0,0,0,0,0,0,0,0,0,0
"111","AC-14",0,0,0,0,0,0,0,0,0,0
"112","AC-15",0,0,0,0,0,0,0,0,0,0
"113","AC-16",354,353,354,354,354,392,398,409,403,448
"114","AC-17",9,9,9,9,9,28,28,28,28,28
"115","AC-18",20,18,18,18,18,69,72,84,84,85
"116","AC-19",32,32,32,31,31,17,17,17,17,17
"117","AC-20",301,305,309,310,309,1896,1896,1870,1869,1878
"118","AC-21",252,254,251,251,252,999,1002,1004,1008,1068
"119","AC-22",120,120,121,121,123,1413,1407,1400,1409,1403
"120","AC-23",226,224,226,226,225,469,465,479,479,481
"121","AC-24",0,0,0,0,0,0,0,0,0,0
"122","AC-25",44,44,44,44,45,5,5,5,5,5
"123","AC-26",93,94,94,94,94,144,143,144,146,146
"124","AC-27",110,110,112,112,112,216,214,215,215,215
"125","AC-28",119,119,119,119,119,898,888,889,888,890
"126","AC-29",55,56,57,57,56,67,67,67,67,67
"127","AC-30",42,42,43,43,43,96,96,96,96,96
"128","AC-31",0,0,0,0,0,0,0,0,0,0
"129","AC-32",186,186,186,186,187,278,278,278,301,306
"130","AC-33",0,0,0,0,0,0,0,0,0,0
"131","AC-34",68,68,68,67,67,133,127,133,133,133
"132","AC-35",43,44,44,43,45,92,92,92,93,93
"133","AC-36",288,288,287,288,288,754,754,765,765,766
"134","AC-37",165,168,167,126,128,938,943,931,1038,1061
"135","AC-38",0,0,0,0,0,0,0,0,0,0
"136","AC-39",0,0,0,0,0,0,0,0,0,0
"137","AC-40",4,4,4,4,4,18,18,18,18,18
"138","AC-41",51,50,49,49,51,95,115,99,99,99
"139","AC-42",151,178,175,176,178,424,442,453,460,461
"140","AC-43",19,19,19,19,19,18,18,18,18,18
"141","AC-44",14,14,14,15,14,20,20,20,19,17
"142","AC-45",64,63,61,63,62,103,103,106,106,108
"143","AC-46",340,343,337,336,339,1678,1698,1688,1706,1704
"144","AC-47",15,15,15,15,14,273,253,273,262,269
"145","AC-50",52,52,54,54,54,175,166,195,195,195
"146","AC-51",552,558,557,561,563,1303,1342,1309,1321,1335
"147","AC-52",18,20,21,21,22,30,30,37,61,61
"148","AC-55",0,0,0,0,0,0,0,0,0,0
"149","AC-56",0,0,0,0,0,0,0,0,0,0
"150","AC-6",0,0,0,0,0,0,0,0,0,0
"151","AC-7",7,7,7,7,7,5,5,5,5,5
"152","AC-8",0,0,0,0,0,0,0,0,0,0
"153","AC-9",0,0,0,0,0,0,0,0,0,0
"154","AD-10",50,51,50,50,50,37,37,36,36,37
"155","AD-11",0,0,0,0,0,4,4,4,4,4
"156","AD-12",0,0,0,0,0,0,0,0,0,0
"157","AD-13",27,27,30,30,30,46,46,46,46,45
"158","AD-14",52,52,52,55,55,49,50,50,50,50
"159","AD-15",7,7,7,7,7,16,16,16,16,16
"160","AD-16",247,247,247,247,246,23,23,23,23,23
"161","AD-17",0,0,0,0,0,8,8,8,8,8
"162","AD-18",171,171,170,170,170,123,122,124,124,124
"163","AD-19",210,202,204,203,204,326,477,481,481,481
"164","AD-20",766,766,767,766,767,1508,1490,1516,1544,1542
"165","AD-21",159,161,161,161,160,3274,3275,3251,3289,3375
"166","AD-22",466,462,465,464,464,2510,2520,2537,2537,2561
"167","AD-23",39,40,39,39,39,367,355,366,366,365
"168","AD-24",0,0,0,0,0,0,0,0,0,0
"169","AD-25",0,0,0,0,0,9,9,5,5,25
"170","AD-26",0,0,0,0,0,0,0,0,0,0
"171","AD-27",0,0,0,0,0,9,9,9,9,9
"172","AD-28",89,92,92,92,92,118,116,116,113,112
"173","AD-29",0,0,0,0,0,0,0,0,0,0
"174","AD-30",248,252,254,254,255,136,132,131,131,132
"175","AD-31",51,51,52,52,53,321,321,326,326,325
"176","AD-32",0,0,0,0,0,0,0,0,0,0
"177","AD-33",172,171,170,170,196,371,372,398,423,442
"178","AD-34",14,14,14,14,14,10,10,10,10,10
"179","AD-35",0,0,0,0,0,152,152,152,152,152
"180","AD-36",208,209,210,210,209,2435,2433,2436,2434,2526
"181","AD-37",191,191,190,181,181,2377,2360,2393,2538,2561
"182","AD-38",78,78,78,78,77,346,346,346,346,346
"183","AD-39",71,69,69,68,68,189,193,193,191,190
"184","AD-40",0,0,0,0,0,10,10,10,10,10
"185","AD-41",91,90,103,103,103,132,132,147,147,147
"186","AD-42",13,13,13,13,13,16,14,14,14,14
"187","AD-43",205,207,202,202,201,381,386,391,389,413
"188","AD-44",75,74,74,75,75,57,40,78,76,77
"189","AD-45",24,24,23,23,23,252,253,255,258,258
"190","AD-46",24,24,23,22,22,80,80,82,84,84
"191","AD-47",255,256,258,253,252,663,655,666,681,689
"192","AD-48",15,15,15,15,12,189,164,193,196,197
"193","AD-51",31,30,30,29,30,498,544,494,506,507
"194","AD-52",189,187,184,184,186,1086,1059,1110,1115,1108
"195","AD-6",0,0,0,0,0,0,0,0,0,0
"196","AD-7",0,0,0,0,0,0,4,0,0,0
"197","AD-8",24,25,25,25,28,22,21,21,21,21
"198","AD-9",32,33,32,32,32,7,7,7,7,7
"199","AE-10",4,4,4,4,4,0,0,0,0,0
"200","AE-11",7,7,7,7,7,14,14,14,14,14
"201","AE-12",16,29,30,30,30,67,73,73,73,73
"202","AE-13",0,0,0,0,0,0,0,0,0,0
"203","AE-14",37,35,34,34,34,37,39,41,41,41
"204","AE-15",58,58,59,63,63,55,54,54,54,57
"205","AE-16",103,103,103,101,105,7,12,12,13,13
"206","AE-17",337,323,324,325,324,1050,1079,1085,1119,1133
"207","AE-18",97,96,97,98,98,135,138,150,156,156
"208","AE-19",15,15,15,15,15,21,39,21,21,21
"209","AE-20",194,216,215,215,218,2187,2340,2396,2433,2451
"210","AE-21",145,145,143,143,145,2173,2109,2155,2235,2271
"211","AE-22",274,275,274,273,273,403,398,411,413,413
"212","AE-23",0,0,0,0,0,0,0,0,0,0
"213","AE-24",0,0,0,0,0,0,0,0,0,0
"214","AE-25",0,0,0,0,0,0,0,0,0,0
"215","AE-26",0,0,0,0,0,0,0,0,0,0
"216","AE-27",14,14,14,14,14,18,18,18,18,18
"217","AE-28",0,0,0,0,0,5,5,5,5,5
"218","AE-29",0,0,0,0,0,12,12,12,12,12
"219","AE-30",197,196,199,199,199,583,668,662,675,670
"220","AE-31",84,80,85,85,85,74,74,74,74,76
"221","AE-32",31,31,31,31,30,14,14,12,24,26
"222","AE-33",31,32,31,30,30,23,23,23,33,45
"223","AE-34",0,0,0,0,0,0,0,0,0,0
"224","AE-35",15,15,15,14,14,37,44,45,45,45
"225","AE-36",338,336,339,337,336,1814,1795,1859,1878,1887
"226","AE-37",417,411,416,414,416,1250,1253,1255,1246,1237
"227","AE-38",0,0,0,0,0,7,7,7,7,7
"228","AE-39",0,0,0,0,0,6,6,6,6,6
"229","AE-40",277,275,276,277,277,745,761,751,742,826
"230","AE-41",111,114,111,110,110,78,78,77,78,78
"231","AE-42",13,13,13,13,13,22,21,21,21,21
"232","AE-43",21,20,21,21,21,13,13,13,13,13
"233","AE-44",216,216,216,215,215,735,775,748,748,746
"234","AE-45",155,155,155,155,156,375,375,375,376,375
"235","AE-46",33,33,33,31,29,23,23,26,29,35
"236","AE-47",507,507,507,499,493,1607,1629,1612,1624,1657
"237","AE-48",43,43,44,44,44,647,697,679,682,712
"238","AE-6",0,0,0,0,0,0,0,0,0,0
"239","AE-7",70,70,70,70,72,43,43,44,44,47
"240","AE-8",9,9,9,9,9,13,13,13,13,13
"241","AE-9",200,204,206,206,207,194,194,195,204,210
"242","AF-10",0,0,0,0,0,0,0,0,0,0
"243","AF-11",0,0,0,0,0,12,12,12,12,12
"244","AF-12",24,25,24,24,24,8,8,8,8,8
"245","AF-13",9,9,9,9,9,8,8,8,8,8
"246","AF-14",0,0,0,0,0,4,4,4,4,4
"247","AF-15",0,0,0,0,0,6,6,6,6,6
"248","AF-16",47,41,41,41,41,14,20,20,20,20
"249","AF-17",187,177,178,175,176,112,110,110,113,115
"250","AF-18",177,176,179,179,177,448,448,450,450,450
"251","AF-19",0,0,0,0,0,0,0,0,0,0
"252","AF-20",28,28,28,28,28,13,13,13,13,13
"253","AF-21",205,207,204,202,201,2032,2059,2065,2066,2087
"254","AF-22",401,404,404,403,403,2008,2016,2000,2008,1992
"255","AF-23",0,0,0,0,0,0,0,0,0,0
"256","AF-24",0,0,0,0,0,0,0,0,0,0
"257","AF-25",0,0,0,0,0,0,0,0,0,0
"258","AF-26",30,30,30,30,30,55,55,55,55,54
"259","AF-27",5,5,5,5,5,4,4,4,4,4
"260","AF-28",4,4,4,4,4,17,17,17,17,17
"261","AF-29",7,8,9,9,10,18,17,17,17,17
"262","AF-30",7,7,7,7,7,13,13,13,13,13
"263","AF-31",61,66,61,62,62,18,18,18,18,18
"264","AF-32",0,0,0,0,0,12,12,12,12,12
"265","AF-33",4,4,4,4,4,44,47,44,44,44
"266","AF-34",13,13,13,13,13,42,42,42,42,42
"267","AF-35",152,151,151,149,150,61,72,63,65,65
"268","AF-36",24,24,24,24,24,169,184,171,171,171
"269","AF-37",316,317,316,316,318,759,760,760,762,737
"270","AF-38",175,180,176,172,172,133,132,132,136,136
"271","AF-39",49,49,49,49,49,16,16,16,16,16
"272","AF-40",11,11,11,11,11,14,14,14,14,14
"273","AF-41",0,0,0,0,0,0,0,0,0,0
"274","AF-42",14,14,14,14,14,16,16,16,16,16
"275","AF-43",9,9,8,8,8,27,27,25,27,27
"276","AF-44",8,8,7,7,7,22,22,22,24,24
"277","AF-45",34,34,33,34,34,85,85,92,91,122
"278","AF-46",10,10,10,10,10,14,14,14,14,14
"279","AF-47",9,9,10,10,10,16,16,16,16,17
"280","AF-48",263,264,262,260,252,1296,1280,1298,1320,1333
"281","AF-49",45,45,44,44,39,162,171,166,168,176
"282","AF-6",0,0,0,0,0,0,0,0,0,0
"283","AF-7",0,0,0,0,0,5,5,5,5,5
"284","AF-8",0,0,0,0,0,14,14,14,14,14
"285","AF-9",0,0,0,0,0,0,0,0,0,0
"286","AG-11",0,0,0,0,0,0,0,0,0,0
"287","AG-12",20,20,20,20,20,29,47,47,47,47
"288","AG-13",81,82,84,84,84,49,49,49,60,60
"289","AG-14",38,38,38,38,39,26,26,26,26,24
"290","AG-15",120,124,127,132,132,47,57,57,57,57
"291","AG-16",0,0,0,0,0,0,0,0,0,0
"292","AG-17",21,21,20,20,20,30,30,30,30,30
"293","AG-18",89,89,90,90,90,299,297,297,297,297
"294","AG-19",288,288,288,293,294,1427,1535,1564,1559,1568
"295","AG-20",555,555,555,555,553,1950,2144,2153,2173,2215
"296","AG-21",132,132,132,132,132,752,749,751,752,755
"297","AG-22",102,99,102,102,102,2542,2596,2595,2611,2629
"298","AG-23",30,30,30,30,30,89,94,89,89,89
"299","AG-24",95,95,95,94,94,224,224,224,224,224
"300","AG-25",9,9,9,9,9,14,14,14,14,14
"301","AG-26",0,0,0,0,0,0,0,0,0,0
"302","AG-27",0,0,0,0,0,0,0,0,0,0
"303","AG-28",0,0,0,0,0,4,4,4,4,4
"304","AG-29",0,0,0,0,0,0,0,0,0,0
"305","AG-30",0,0,0,0,0,8,10,10,10,10
"306","AG-31",5,5,5,5,5,17,20,19,19,19
"307","AG-32",154,159,158,158,158,1013,1194,1175,1199,1210
"308","AG-33",19,19,19,19,19,184,185,185,185,185
"309","AG-34",0,0,0,0,0,0,0,0,0,0
"310","AG-35",80,79,78,77,78,217,209,226,226,226
"311","AG-36",0,0,0,0,0,0,0,0,0,0
"312","AG-37",7,7,7,7,7,0,0,0,0,0
"313","AG-38",47,47,47,46,46,34,34,34,34,34
"314","AG-39",50,50,55,54,54,49,55,49,48,48
"315","AG-40",10,10,10,10,10,9,8,8,8,8
"316","AG-41",57,57,58,58,58,196,188,194,216,217
"317","AG-42",0,0,0,0,0,0,0,0,0,0
"318","AG-43",13,13,13,14,14,14,14,14,14,14
"319","AG-44",9,15,10,15,15,17,23,25,38,48
"320","AG-45",18,18,18,18,18,23,23,21,23,23
"321","AG-46",20,23,22,22,22,16,16,16,18,18
"322","AG-47",8,8,8,9,9,15,16,16,16,16
"323","AG-48",259,258,256,254,250,501,514,536,548,566
"324","AG-6",0,0,0,0,0,0,0,0,0,0
"325","AG-7",0,0,0,0,0,6,6,6,6,6
"326","AG-8",0,0,0,0,0,4,4,4,4,4
"327","AG-9",0,0,0,0,0,0,0,0,0,0
"328","AH-12",0,0,0,0,0,0,0,0,0,0
"329","AH-13",0,0,0,0,0,0,0,0,0,0
"330","AH-14",0,0,0,0,0,5,5,5,5,5
"331","AH-15",144,145,145,146,146,95,95,95,111,111
"332","AH-16",0,0,0,0,0,23,23,23,23,23
"333","AH-17",11,10,10,10,10,23,22,22,23,23
"334","AH-18",15,15,16,16,16,40,40,41,41,42
"335","AH-19",224,223,226,230,239,903,902,902,902,903
"336","AH-20",181,181,181,181,180,1186,1195,1266,1282,1283
"337","AH-21",9,9,9,9,9,338,604,634,778,778
"338","AH-22",149,149,149,148,148,1493,1471,1478,1483,1704
"339","AH-23",329,330,325,324,324,2778,2809,2830,2886,2873
"340","AH-24",78,81,81,82,82,139,136,136,136,136
"341","AH-25",8,9,9,9,9,157,158,158,158,158
"342","AH-26",14,14,15,15,15,8,8,8,8,9
"343","AH-27",6,6,5,5,5,19,19,19,20,20
"344","AH-28",257,259,261,260,260,332,332,333,365,366
"345","AH-29",118,115,118,118,118,130,124,130,134,135
"346","AH-30",19,19,19,19,19,8,8,8,8,8
"347","AH-31",100,99,102,103,108,50,50,46,46,46
"348","AH-32",131,130,128,128,128,25,27,29,29,29
"349","AH-33",129,138,136,136,135,812,795,815,815,836
"350","AH-34",0,0,0,0,0,12,12,12,12,12
"351","AH-35",0,0,0,0,0,4,4,4,4,4
"352","AH-36",16,16,16,16,16,26,26,26,26,28
"353","AH-37",9,9,8,8,8,28,28,28,28,28
"354","AH-38",97,96,97,97,97,120,120,120,120,120
"355","AH-39",155,156,154,154,155,61,61,62,74,79
"356","AH-40",156,157,158,169,169,160,159,160,160,160
"357","AH-41",228,228,231,231,232,955,970,955,960,964
"358","AH-42",96,96,97,97,97,239,239,239,251,251
"359","AH-43",42,42,45,44,44,83,81,84,81,81
"360","AH-44",246,240,261,256,257,539,546,612,606,673
"361","AH-45",0,0,0,0,0,7,7,7,7,7
"362","AH-46",28,29,28,28,28,14,14,14,14,14
"363","AH-47",224,224,225,228,236,203,201,206,206,227
"364","AH-48",240,240,239,239,237,505,505,505,498,501
"365","AH-49",37,37,38,37,35,70,70,70,74,76
"366","AH-6",5,5,5,5,5,10,10,10,10,10
"367","AH-7",36,36,36,37,39,69,69,69,70,71
"368","AH-8",18,18,17,17,17,5,5,7,7,7
"369","AH-9",0,0,0,0,0,0,0,0,0,0
"370","AI-11",0,0,0,0,0,0,0,0,0,0
"371","AI-12",4,4,4,4,4,4,4,4,4,4
"372","AI-13",108,109,110,111,111,96,99,103,107,114
"373","AI-14",20,20,20,20,20,32,32,32,32,32
"374","AI-15",16,16,16,16,16,23,25,25,24,25
"375","AI-16",45,45,45,45,45,66,66,66,66,66
"376","AI-17",15,15,15,15,15,6,6,6,6,6
"377","AI-18",341,341,341,340,338,298,298,298,304,321
"378","AI-19",0,0,0,0,0,5,5,5,5,5
"379","AI-20",348,349,350,352,354,776,776,774,779,788
"380","AI-21",0,0,0,0,0,4,4,4,0,4
"381","AI-22",188,185,188,188,187,140,142,142,142,142
"382","AI-23",321,324,325,325,353,164,159,167,177,272
"383","AI-24",296,299,302,309,314,69,66,66,66,66
"384","AI-25",295,303,314,319,322,690,689,727,728,725
"385","AI-26",0,0,0,0,0,0,0,0,0,0
"386","AI-27",36,36,34,33,33,21,21,24,29,30
"387","AI-28",192,190,196,194,197,88,94,86,93,93
"388","AI-29",54,57,54,53,53,9,9,9,11,11
"389","AI-30",0,0,0,0,0,0,0,0,0,0
"390","AI-31",275,273,275,275,273,191,190,199,203,216
"391","AI-32",210,206,207,205,206,507,504,522,518,518
"392","AI-33",23,23,25,26,26,4,4,7,7,7
"393","AI-34",144,144,152,150,162,941,993,966,993,973
"394","AI-35",24,24,24,25,25,94,94,93,96,90
"395","AI-36",0,0,0,0,0,0,0,0,0,0
"396","AI-37",49,49,50,50,50,89,89,89,104,99
"397","AI-38",40,40,43,43,42,84,84,81,102,102
"398","AI-39",13,13,12,12,13,29,29,29,29,29
"399","AI-4",0,0,0,0,0,0,0,0,0,0
"400","AI-40",6,6,6,6,6,15,15,15,15,15
"401","AI-41",93,93,93,93,93,313,351,372,362,362
"402","AI-42",76,76,76,76,76,116,111,116,116,114
"403","AI-43",135,132,136,135,138,131,133,144,134,134
"404","AI-44",19,18,18,17,17,18,18,18,19,20
"405","AI-45",15,16,13,14,14,26,29,18,29,29
"406","AI-46",182,183,187,194,199,1083,1088,1102,1118,1131
"407","AI-47",207,207,209,222,222,437,442,436,454,464
"408","AI-48",64,63,63,63,62,20,21,21,21,24
"409","AI-5",0,0,0,0,0,7,7,7,7,7
"410","AI-6",6,5,6,6,6,5,5,5,5,5
"411","AI-7",4,4,0,0,0,15,14,17,17,18
"412","AI-8",75,75,76,76,77,54,54,54,53,53
"413","AI-9",0,0,0,0,0,0,0,0,0,0
"414","AJ-10",0,0,0,0,0,4,4,4,4,4
"415","AJ-11",0,0,0,0,0,0,0,0,0,0
"416","AJ-12",0,0,0,0,0,0,0,0,0,0
"417","AJ-13",0,0,0,0,0,12,12,12,12,14
"418","AJ-14",0,0,0,0,0,8,8,9,9,10
"419","AJ-15",0,0,0,0,0,0,0,0,0,0
"420","AJ-16",91,91,92,94,94,96,95,95,95,95
"421","AJ-17",428,431,432,433,437,225,232,233,231,230
"422","AJ-18",43,43,42,42,42,53,54,54,54,60
"423","AJ-19",503,503,505,508,508,570,574,576,576,590
"424","AJ-20",0,0,0,0,0,0,0,0,0,0
"425","AJ-21",199,202,199,198,198,280,281,281,282,295
"426","AJ-22",0,0,0,0,0,0,0,0,0,0
"427","AJ-23",0,0,0,0,0,0,0,0,0,0
"428","AJ-24",38,40,40,40,39,26,23,23,23,26
"429","AJ-25",31,31,33,33,33,78,80,78,78,82
"430","AJ-26",87,87,85,85,84,68,90,92,93,89
"431","AJ-27",58,57,58,58,58,63,63,63,63,63
"432","AJ-28",33,33,33,33,33,27,27,27,27,27
"433","AJ-29",4,4,4,4,4,7,7,7,7,7
"434","AJ-30",140,142,144,150,170,90,92,98,103,108
"435","AJ-31",0,0,0,0,0,0,0,0,0,0
"436","AJ-32",15,13,15,13,13,17,17,17,17,17
"437","AJ-33",40,43,40,40,39,37,35,39,37,39
"438","AJ-34",177,175,200,199,199,421,423,424,412,423
"439","AJ-35",276,276,288,285,287,1268,1290,1528,1551,1613
"440","AJ-36",8,8,8,8,8,15,15,15,15,15
"441","AJ-37",0,0,0,0,0,0,0,0,0,0
"442","AJ-38",57,57,57,57,54,40,39,40,40,46
"443","AJ-39",375,374,372,367,309,1483,1494,1517,1525,1618
"444","AJ-4",0,0,0,0,0,0,0,0,4,4
"445","AJ-40",253,256,250,247,239,532,557,525,535,547
"446","AJ-41",281,278,283,284,289,507,479,513,512,512
"447","AJ-42",57,57,57,57,57,107,107,107,107,107
"448","AJ-43",12,12,12,12,12,7,7,7,7,7
"449","AJ-44",6,6,6,6,6,6,6,5,6,6
"450","AJ-45",5,6,5,9,9,13,13,13,13,13
"451","AJ-46",116,112,116,116,116,36,36,36,36,36
"452","AJ-47",187,187,189,189,188,499,499,498,519,521
"453","AJ-48",35,35,35,35,36,90,90,90,90,90
"454","AJ-49",0,0,0,0,0,0,0,0,0,0
"455","AJ-5",4,4,4,4,4,0,0,0,0,0
"456","AJ-6",42,42,42,42,43,8,8,8,8,8
"457","AJ-7",232,235,235,236,237,284,298,311,334,338
"458","AJ-8",0,0,0,0,0,0,0,0,0,0
"459","AJ-9",0,0,0,0,0,9,11,9,9,9
"460","AK-10",9,9,9,9,9,10,10,11,11,11
"461","AK-12",0,0,0,0,0,0,0,0,0,0
"462","AK-13",0,0,0,0,4,0,0,0,0,0
"463","AK-14",6,6,5,5,5,12,12,11,11,11
"464","AK-15",74,74,74,74,74,61,57,56,56,56
"465","AK-16",0,0,0,0,0,5,5,6,6,6
"466","AK-17",41,42,41,44,44,46,46,46,46,46
"467","AK-18",42,42,42,42,42,10,10,10,10,10
"468","AK-19",0,0,0,0,0,0,0,0,0,0
"469","AK-20",156,157,156,159,160,128,128,128,129,129
"470","AK-21",72,71,72,72,70,137,137,138,178,171
"471","AK-22",9,10,10,10,10,31,28,28,28,28
"472","AK-23",0,0,0,0,0,0,0,0,0,0
"473","AK-24",15,15,15,16,16,21,21,21,21,21
"474","AK-25",0,0,0,0,0,6,6,6,6,6
"475","AK-26",69,71,68,68,66,289,307,307,320,326
"476","AK-27",54,53,53,53,53,60,63,63,64,64
"477","AK-28",0,0,0,0,0,0,0,0,0,0
"478","AK-29",24,26,24,24,24,17,18,13,16,16
"479","AK-30",16,14,18,17,17,10,10,12,12,12
"480","AK-31",0,0,0,0,0,0,0,0,0,0
"481","AK-32",0,0,0,0,0,9,9,9,9,9
"482","AK-33",15,14,15,14,16,27,28,27,27,27
"483","AK-34",30,30,30,30,31,91,91,91,85,80
"484","AK-35",208,211,213,214,209,666,666,674,680,710
"485","AK-36",10,10,10,10,10,5,5,5,5,7
"486","AK-37",8,8,8,8,8,7,7,7,7,7
"487","AK-38",97,97,97,97,96,542,565,844,943,989
"488","AK-39",223,227,226,226,213,1538,1618,1607,1581,1610
